14030006,1,0.3,10.1,3,3796035.821,536547.996,31.14
14030006,2,5.6,10.1,3,3796035.821,536547.996,31.14
14030006,3,4.2,10.1,3,3796035.821,536547.996,31.14
14030008,1,0.7,3.6,2,3793946.109,530933.174,32.68
14030008,3,2.9,3.6,2,3793946.109,530933.174,32.68
14030010,1,0.3,2.5,2,3793632.816,530848.98,34.61
14030010,3,2.2,2.5,2,3793632.816,530848.98,34.61
14030011,1,0.3,4.2,2,3793500.057,530958.898,35.76
14030011,3,3.9,4.2,2,3793500.057,530958.898,35.76
14030012,1,0.8,6,3,3798286.945,523143.673,34.58
14030012,2,2.7,6,3,3798286.945,523143.673,34.58
14030012,3,2.5,6,3,3798286.945,523143.673,34.58
14030013,1,0.5,11.9,3,3792240.633,524327.345,31.9
14030013,2,1.7,11.9,3,3792240.633,524327.345,31.9
14030013,3,9.7,11.9,3,3792240.633,524327.345,31.9
14030014,3,1.9,1.9,1,3798353.658,525752.902,33.72
14030015,4,0.8,2.5,2,3798356.658,525977.622,33.41
14030015,3,1.7,2.5,2,3798356.658,525977.622,33.41
14030016,1,0.4,5.5,2,3798103.434,524570.318,36.49
14030016,3,5.1,5.5,2,3798103.434,524570.318,36.49
14030017,1,0.5,7.2,2,3798068.345,524630.559,36.69
14030017,3,6.7,7.2,2,3798068.345,524630.559,36.69
14030018,4,0.4,4.6,2,3798264.694,524921.607,33.58
14030018,3,4.2,4.6,2,3798264.694,524921.607,33.58
14030019,2,3.2,11.2,2,3797650.853,527157.52,33.82
14030019,3,8,11.2,2,3797650.853,527157.52,33.82
14030020,2,1.4,2.5,2,3797654.258,525216.604,34.02
14030020,3,1.1,2.5,2,3797654.258,525216.604,34.02
14030021,4,2.8,5.4,2,3797684.808,525345.104,34.07
14030021,3,2.6,5.4,2,3797684.808,525345.104,34.07
14030022,4,1.5,20.7,3,3792377.186,525048.224,32
14030022,2,1.8,20.7,3,3792377.186,525048.224,32
14030022,3,17.4,20.7,3,3792377.186,525048.224,32
14030023,4,0.8,4.4,2,3794536.752,524303,37.52
14030023,3,3.6,4.4,2,3794536.752,524303,37.52
14030024,1,0.3,4.6,2,3796089.551,529025.877,30.96
14030024,3,4.3,4.6,2,3796089.551,529025.877,30.96
14030025,4,1.7,13.5,2,3797016.231,522528.485,34.4
14030025,3,11.8,13.5,2,3797016.231,522528.485,34.4
14030026,1,0.3,4.9,2,3794472.942,524156.575,36.73
14030026,3,4.6,4.9,2,3794472.942,524156.575,36.73
14030028,1,0.4,6.5,2,3796657.725,525680.95,32.76
14030028,3,6.1,6.5,2,3796657.725,525680.95,32.76
14030029,1,3.2,22,7,3798840,521638,34.3
14030029,2,1.5,22,7,3798840,521638,34.3
14030029,3,3.1,22,7,3798840,521638,34.3
14030029,2,1.2,22,7,3798840,521638,34.3
14030029,3,2.8,22,7,3798840,521638,34.3
14030029,5,1.6,22,7,3798840,521638,34.3
14030029,3,8.6,22,7,3798840,521638,34.3
14030030,1,1,6,2,3794032.5,524233.9,33.1
14030030,3,5,6,2,3794032.5,524233.9,33.1
14030031,4,0.3,8.3,2,3795939.106,522628.156,40.46
14030031,3,8,8.3,2,3795939.106,522628.156,40.46
14030032,4,0.6,3,2,3795977.956,522741.736,42.13
14030032,3,2.4,3,2,3795977.956,522741.736,42.13
14030033,4,0.5,4.5,2,3795226.671,519807.995,40.71
14030033,3,4,4.5,2,3795226.671,519807.995,40.71
14030034,4,0.8,2.8,3,3795850.144,520751.005,34.4
14030034,2,1.2,2.8,3,3795850.144,520751.005,34.4
14030034,3,0.8,2.8,3,3795850.144,520751.005,34.4
14030035,3,1,1,1,3796815.993,524451.344,46.21
14030037,3,2,2,1,3796665.144,524659.931,42.5
14030039,4,0.6,0.6,1,3796479.444,524462.231,39.07
14030040,3,2.4,2.4,1,3796719.144,524683.931,42.72
14030043,4,0.4,0.4,1,3809237.203,530123.747,62.6
